City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Ostrovnoy,RU,68.0531,39.5131,34.18,95,100,8.12,overcast clouds
349,Jagodina,RS,43.9814,21.2622,42.06,82,0,9.22,clear sky
350,Devrek,TR,41.2192,31.9558,50.76,61,0,4.99,clear sky
351,Voi,KE,-3.3945,38.563,72.41,79,6,5.77,clear sky
352,Kodinar,IN,20.7903,70.7031,74.93,43,95,9.06,overcast clouds
353,Pomabamba,PE,-8.8333,-77.4667,60.21,54,92,5.7,light rain
354,Solvychegodsk,RU,61.3305,46.9156,39.42,99,100,5.03,overcast clouds
355,Varnavino,RU,57.4035,45.0916,46.15,91,100,5.82,overcast clouds
356,Ilulissat,GL,69.2167,-51.1,32.38,80,100,10.94,overcast clouds
357,Rongai,KE,-0.1733,35.8638,61.34,84,100,2.93,overcast clouds
358,Carballo,ES,43.213,-8.691,63.55,89,89,10.29,overcast clouds
359,Chara,RU,56.9064,118.2631,18.64,63,98,0.38,overcast clouds
360,Fairbanks,US,64.8378,-147.7164,35.1,74,100,4.88,overcast clouds
361,Araouane,ML,18.9048,-3.5265,86.32,21,88,11.36,overcast clouds
362,Weligama,LK,5.9667,80.4167,76.24,90,73,2.28,broken clouds
363,Necochea,AR,-38.5473,-58.7368,56.03,79,100,16.75,overcast clouds
364,Lalmohan,BD,22.3384,90.7419,75.18,72,75,11.01,broken clouds
365,Poso,ID,-1.3959,120.7524,76.39,83,73,3.85,broken clouds
366,Soyo,AO,-6.1349,12.3689,77.63,84,95,10.71,overcast clouds
367,Puerto Leguizamo,CO,-0.1934,-74.7819,77.81,93,100,2.28,overcast clouds
368,Pachino,IT,36.7186,15.0907,65.43,84,100,6.26,light rain
369,Alekseyevsk,RU,57.8406,108.3492,35.62,57,100,8.01,overcast clouds
370,Codrington,AU,-38.2667,141.9667,51.12,80,3,7.0,clear sky
371,Juatuba,BR,-19.9519,-44.3428,80.08,88,99,4.65,overcast clouds
372,Victoria,HK,22.2855,114.1577,75.33,84,95,1.01,overcast clouds
373,High Level,CA,58.5169,-117.136,41.11,45,1,4.61,clear sky
374,Cascais,PT,38.6979,-9.4215,70.95,86,100,3.0,overcast clouds
375,Changji,CN,44.0167,87.3167,45.39,65,0,4.47,clear sky
376,Muisne,EC,0.6,-80.0333,80.71,75,23,8.3,few clouds
377,Kudahuvadhoo,MV,2.6708,72.8944,82.58,75,22,16.98,light rain
378,Lompoc,US,34.6391,-120.4579,77.13,76,1,11.5,clear sky
379,Nyurba,RU,63.2842,118.3319,23.34,94,100,8.34,light snow
380,Pangai,TO,-19.8,-174.35,80.71,57,20,14.97,few clouds
381,Makat,KZ,47.6469,53.3463,44.96,69,16,6.13,few clouds
382,Swan Hill,AU,-35.3378,143.5544,56.14,50,0,3.04,clear sky
383,Kaniama,CD,-7.5667,24.1833,66.79,94,81,3.18,moderate rain
384,Colares,PT,38.7992,-9.4469,70.79,87,99,3.0,overcast clouds
385,Kodiak,US,57.79,-152.4072,47.71,81,90,34.52,light rain
386,Bukachacha,RU,52.9833,116.9167,19.15,49,18,1.97,few clouds
387,New Norfolk,AU,-42.7826,147.0587,58.91,56,89,4.0,overcast clouds
388,Banjar,ID,-8.19,114.9675,76.91,89,100,2.3,overcast clouds
389,Gorontalo,ID,0.5412,123.0595,75.04,92,99,2.73,overcast clouds
390,Bainbridge,US,47.6262,-122.5212,57.45,56,0,1.01,clear sky
391,Tucuman,AR,-26.8241,-65.2226,79.47,66,32,5.44,light rain
392,De Aar,ZA,-30.6497,24.0123,64.81,41,1,6.67,clear sky
393,Nacala,MZ,-14.5428,40.6728,74.39,80,21,7.54,few clouds
394,Lashio,MM,22.9333,97.75,61.14,99,61,0.69,light rain
395,Camacha,PT,33.0833,-16.3333,69.22,83,20,11.5,few clouds
396,Bloomingdale,US,27.8936,-82.2404,72.37,76,90,3.0,overcast clouds
397,Valparaiso,CL,-33.0393,-71.6273,64.63,72,0,9.22,clear sky
398,Lagoa,PT,39.05,-27.9833,69.58,90,100,20.98,light rain
399,Gazanjyk,TM,39.2446,55.5154,54.46,52,61,8.77,broken clouds
400,Chimbote,PE,-9.0853,-78.5783,65.48,79,49,8.41,scattered clouds
401,Porto Murtinho,BR,-21.6989,-57.8825,79.43,67,98,4.83,overcast clouds
402,Hokitika,NZ,-42.7167,170.9667,55.24,77,33,16.71,scattered clouds
403,Kuala Selangor,MY,3.35,101.25,77.59,88,95,3.6,overcast clouds
404,Junction City,US,39.0286,-96.8314,73.71,36,0,4.0,clear sky
405,The Valley,AI,18.217,-63.0578,84.06,69,20,10.36,few clouds
406,Hasaki,JP,35.7333,140.8333,54.28,62,82,7.09,broken clouds
407,Teguise,ES,29.0605,-13.564,64.62,77,0,8.05,clear sky
408,Kisangani,CD,0.5167,25.2,70.34,95,68,1.77,broken clouds
409,Pemangkat,ID,1.1667,108.9667,78.62,86,47,2.62,scattered clouds
410,Mehamn,NO,71.0357,27.8492,38.44,78,92,7.34,overcast clouds
411,Kattivakkam,IN,13.2167,80.3167,80.69,83,100,10.71,overcast clouds
412,Jijiga,ET,9.35,42.8,61.32,79,93,5.23,overcast clouds
413,Sur,OM,22.5667,59.5289,80.33,54,4,6.64,clear sky
414,College,US,64.8569,-147.8028,41.32,62,90,5.75,overcast clouds
415,Grand Gaube,MU,-20.0064,57.6608,70.38,84,5,7.49,clear sky
416,Miastko,PL,54.0028,16.9826,48.7,64,10,11.27,clear sky
417,Mount Gambier,AU,-37.8333,140.7667,46.31,93,40,8.05,scattered clouds
418,Dinan,FR,48.4167,-2.25,53.22,48,100,10.67,overcast clouds
419,Moerai,PF,-22.4333,-151.3333,72.91,62,19,18.32,few clouds
420,Cap-Aux-Meules,CA,47.3821,-61.8597,50.88,78,6,7.29,clear sky
421,Datong,CN,40.0936,113.2914,36.99,57,3,9.95,clear sky
422,Beauchamps,FR,50.012,1.5176,55.18,88,100,10.13,overcast clouds
423,French Harbor,HN,16.35,-86.4333,82.99,66,49,1.99,scattered clouds
424,Yar-Sale,RU,66.8333,70.8333,9.34,90,98,17.27,overcast clouds
425,Aklavik,CA,68.2191,-135.0107,16.9,88,55,7.54,broken clouds
426,Hammerfest,NO,70.6634,23.6821,34.25,93,40,6.91,scattered clouds
427,Kieta,PG,-6.2167,155.6333,80.29,81,97,4.21,moderate rain
428,Xuddur,SO,4.1213,43.8894,76.28,49,90,8.41,overcast clouds
429,Alta Floresta,BR,-9.8756,-56.0861,81.97,57,55,5.3,broken clouds
430,Naze,JP,28.3667,129.4833,65.32,77,1,6.73,clear sky
431,Kongwa,TZ,-6.2,36.4167,68.41,80,99,5.17,overcast clouds
432,Padang,ID,-0.9492,100.3543,75.25,90,100,2.33,heavy intensity rain
433,Den Helder,NL,52.9599,4.7593,55.98,83,75,10.0,broken clouds
434,Senador Guiomard,BR,-10.1522,-67.7392,91.54,32,15,2.53,few clouds
435,Hualmay,PE,-11.0964,-77.6139,65.91,75,86,7.38,overcast clouds
436,Nadvoitsy,RU,63.8667,34.3167,42.17,94,99,10.04,overcast clouds
437,Kokoda,PG,-8.8785,147.7407,82.15,72,29,1.95,scattered clouds
438,Naryan-Mar,RU,67.6713,53.087,17.49,92,100,13.11,overcast clouds
439,Miri,MY,4.4148,114.0089,76.6,91,63,4.03,broken clouds
440,Lichinga,MZ,-13.3128,35.2406,66.94,64,4,6.85,clear sky
441,Iberia,US,29.9502,-91.7507,72.05,61,0,7.63,clear sky
442,Kushiro,JP,42.975,144.3747,45.16,85,92,4.0,overcast clouds
443,Bani,DO,18.2833,-70.3333,85.44,74,27,5.55,scattered clouds
444,Akyab,MM,20.15,92.9,77.56,82,65,3.71,broken clouds
445,Florida Ridge,US,27.5803,-80.3867,76.98,59,20,5.01,few clouds
446,Miyako,JP,39.6367,141.9525,51.85,78,94,4.0,overcast clouds
447,Seto,JP,35.2333,137.1,59.38,83,99,3.29,heavy intensity rain
448,Bathsheba,BB,13.2167,-59.5167,80.19,71,59,10.27,broken clouds
449,Oksfjord,NO,70.2396,22.3479,34.72,82,100,7.87,overcast clouds
450,Rawson,AR,-43.3002,-65.1023,49.78,61,89,24.72,overcast clouds
451,Kota Bahru,MY,6.1333,102.2386,76.98,94,20,3.0,few clouds
452,Sampit,ID,-2.5333,112.95,72.75,94,87,1.54,overcast clouds
453,Mamakan,RU,57.8161,114.0028,25.56,76,100,2.71,overcast clouds
454,Salamiyah,SY,35.0113,37.0532,66.42,51,52,7.09,broken clouds
455,Businga,CD,3.3333,20.8833,70.18,93,97,2.64,overcast clouds
456,Mizdah,LY,31.4451,12.9801,66.65,43,86,7.43,overcast clouds
457,Taseyevo,RU,57.2169,94.8978,27.05,59,100,6.13,overcast clouds
458,Dalby,AU,-27.1833,151.2667,70.38,32,42,11.54,scattered clouds
459,Bowling Green,US,36.9903,-86.4436,55.98,93,100,12.15,overcast clouds
460,Vidim,RU,56.4088,103.1106,32.9,95,100,4.9,overcast clouds
461,Marienburg,PL,54.0359,19.0266,53.89,75,77,15.46,broken clouds
462,West Fargo,US,46.875,-96.9004,48.02,65,20,10.0,few clouds
463,Ucluelet,CA,48.9329,-125.5528,58.08,44,1,1.01,clear sky
464,Pacifica,US,37.6138,-122.4869,70.84,87,90,4.0,overcast clouds
465,Urengoy,RU,65.9667,78.3667,8.51,94,100,12.66,light snow
466,Braganca,BR,-1.0536,-46.7656,75.09,96,30,2.04,scattered clouds
467,Port Elizabeth,ZA,-33.918,25.5701,56.1,93,6,3.94,clear sky
468,Morristown,US,36.214,-83.2949,56.68,74,90,11.5,overcast clouds
469,Tessalit,ML,20.1986,1.0114,84.63,13,79,7.83,broken clouds
470,Enshi,CN,30.3,109.4833,57.27,90,92,1.07,overcast clouds
471,Dubai,AE,25.2582,55.3047,82.33,65,0,1.14,clear sky
472,Buchanan,LR,5.8808,-10.0467,76.96,90,97,3.74,light rain
473,Xining,CN,36.6167,101.7667,34.36,71,94,1.54,overcast clouds
474,Geghamasar,AM,40.3109,45.6792,36.91,92,93,3.49,overcast clouds
475,Cao Bang,VN,22.6667,106.25,63.86,98,100,1.59,overcast clouds
476,Nyanza,RW,-2.3519,29.7509,66.18,91,60,3.65,broken clouds
477,Hit,IQ,33.6416,42.8251,78.13,40,100,7.05,overcast clouds
478,Port Hardy,CA,50.6996,-127.4199,46.4,70,20,5.75,few clouds
479,Villa Del Rosario,CO,7.8339,-72.4742,73.78,100,75,9.22,thunderstorm with heavy rain
480,Westport,US,41.1415,-73.3579,61.25,92,75,8.01,broken clouds
481,Cradock,ZA,-32.1642,25.6192,59.85,74,0,2.71,clear sky
482,Whitehorse,CA,60.7161,-135.0538,39.09,69,90,23.0,overcast clouds
483,Adrar,MR,20.5022,-10.0711,81.27,29,100,13.98,overcast clouds
484,La Reforma,MX,25.0833,-108.05,95.74,58,0,10.4,clear sky
485,Coos Bay,US,43.3665,-124.2179,61.99,97,90,6.91,overcast clouds
486,Leningradskiy,RU,69.3833,178.4167,-1.08,97,99,6.38,overcast clouds
487,Ulu-Telyak,RU,54.9086,56.9669,39.27,98,100,4.74,overcast clouds
488,Omboue,GA,-1.5746,9.2618,76.44,92,100,4.68,moderate rain
489,College Station,US,30.628,-96.3344,77.22,25,1,3.44,clear sky
490,Bela,IN,25.9333,81.9833,67.35,59,0,4.03,clear sky
491,Taoudenni,ML,22.6783,-3.9836,85.62,26,1,8.75,clear sky
492,Leczna,PL,51.3012,22.8814,50.99,87,0,8.05,clear sky
493,Waxahachie,US,32.3865,-96.8483,79.25,25,1,0.0,clear sky
494,Bianzhuang,CN,34.8486,118.0447,55.83,71,9,3.65,light rain
495,Goma,CD,-1.6792,29.2228,62.56,89,98,4.03,overcast clouds
496,Pacific Grove,US,36.6177,-121.9166,70.02,86,40,1.01,scattered clouds
497,Carutapera,BR,-1.195,-46.02,78.08,84,33,5.73,scattered clouds
498,Rio Claro,BR,-22.4114,-47.5614,71.73,77,93,6.87,overcast clouds
499,Omurtag,BG,43.1,26.4167,47.57,84,15,3.69,few clouds
500,Rio Gallegos,AR,-51.6226,-69.2181,58.57,28,3,9.28,clear sky
501,Indramayu,ID,-6.3264,108.32,81.59,76,97,5.14,overcast clouds
502,Luderitz,NA,-26.6481,15.1594,58.66,94,10,3.49,clear sky
503,Camabatela,AO,-8.1881,15.375,62.58,98,100,3.47,light rain
504,Vostok,RU,46.4856,135.8833,34.29,81,100,0.96,overcast clouds
505,Robertsport,LR,6.7533,-11.3686,78.35,83,98,6.58,overcast clouds
506,Tiquicheo,MX,18.8833,-100.7333,87.82,52,21,3.44,few clouds
507,Mao,ES,39.8885,4.2658,70.36,88,20,8.05,few clouds
508,Thunder Bay,CA,48.4001,-89.3168,52.99,81,90,1.01,overcast clouds
509,Truth Or Consequences,US,33.1284,-107.2528,82.9,15,0,5.66,clear sky
510,Ipswich,GB,52.0592,1.1555,51.03,85,38,8.14,scattered clouds
511,Nakamura,JP,32.9833,132.9333,59.77,96,100,6.93,overcast clouds
512,Kailua,US,21.4022,-157.7394,84.15,73,5,6.15,clear sky
513,Ewo,CG,-0.8725,14.8206,75.42,80,64,1.72,broken clouds
514,Bobo Dioulasso,BF,11.1771,-4.2979,76.91,72,80,4.97,broken clouds
515,Parrita,CR,9.5201,-84.3225,82.98,84,100,2.3,overcast clouds
516,Buala,SB,-8.145,159.5921,83.71,74,89,10.45,light rain
517,Pafos,CY,34.7667,32.4167,66.11,68,20,6.91,few clouds
518,Sabaudia,IT,41.3003,13.0282,60.89,65,65,5.86,broken clouds
519,Jacareacanga,BR,-6.2222,-57.7528,80.56,67,33,0.89,scattered clouds
520,Blackburn,GB,53.75,-2.4833,47.61,92,41,8.01,scattered clouds
521,Benghazi,LY,32.1167,20.0667,72.28,65,74,20.33,broken clouds
522,Kuzovatovo,RU,53.5468,47.6866,42.31,96,47,8.48,scattered clouds
523,Severobaykalsk,RU,55.65,109.3167,23.76,75,100,4.61,overcast clouds
524,Narrabri,AU,-30.3167,149.7833,61.52,69,24,5.01,few clouds
525,Kosa,RU,59.9445,54.9977,32.22,94,100,4.14,overcast clouds
526,Motala,SE,58.5371,15.0365,47.98,92,98,8.55,overcast clouds
527,Manzhouli,CN,49.6,117.4333,23.34,38,2,1.68,clear sky
528,La Cruz,MX,23.9167,-106.9,88.47,70,1,5.99,clear sky
529,Clyde River,CA,70.4692,-68.5914,28.63,100,90,26.46,snow
530,Pacsa,HU,46.7198,17.014,36.79,93,90,0.0,light intensity drizzle
531,Vila,PT,42.0304,-8.1588,54.32,93,97,5.32,overcast clouds
532,Laguna,US,38.421,-121.4238,75.24,70,1,4.0,clear sky
533,Zeliezovce,SK,48.0508,18.6542,50.45,67,1,5.06,clear sky
534,Plastun,RU,44.7561,136.2939,43.16,78,100,5.14,overcast clouds
535,Pogradec,AL,40.9025,20.6525,46.96,77,0,4.29,clear sky
536,Pombia,IT,45.653,8.6336,52.52,87,75,4.61,broken clouds
537,Ahuimanu,US,21.4447,-157.8378,83.86,60,14,3.65,few clouds
538,Lulea,SE,65.5842,22.1547,41.07,100,40,3.44,scattered clouds
539,Grafton,US,42.207,-71.6856,59.49,87,90,8.05,heavy intensity rain
540,Ossora,RU,59.2353,163.0719,18.37,91,96,6.53,overcast clouds
541,Payson,US,40.0444,-111.7321,68.79,43,99,2.37,overcast clouds
542,Lavumisa,SZ,-27.31,31.892,64.15,71,100,2.95,overcast clouds
543,Hong Gai,VN,20.956,107.0946,67.91,93,100,4.97,overcast clouds
544,Masuda,JP,34.6667,131.85,58.53,87,59,2.62,broken clouds
545,San Vicente,AR,-26.6167,-54.1333,60.35,98,100,4.25,light rain
546,Atlantic City,US,39.3643,-74.4229,63.99,87,100,8.03,light rain
547,Juneau,US,58.3019,-134.4197,44.98,89,100,3.87,overcast clouds
548,Nemuro,JP,43.3236,145.575,50.68,74,62,9.89,broken clouds
549,Dwarka,IN,22.2394,68.9678,79.74,44,11,5.53,few clouds
550,Harper,LR,4.375,-7.7169,77.61,86,99,5.5,overcast clouds
551,Godda,IN,24.8333,87.2167,70.74,51,82,3.06,broken clouds
552,Olafsvik,IS,64.8945,-23.7142,42.67,88,73,21.54,broken clouds
553,Bolgatanga,GH,10.7856,-0.8514,84.92,37,99,2.89,overcast clouds
554,Mezhdurechenskiy,RU,59.6,65.9333,19.89,98,87,5.61,overcast clouds
555,Muzaffargarh,PK,30.0754,71.1921,69.82,24,0,1.72,clear sky
556,Graham,US,47.0529,-122.2943,56.37,62,1,1.01,clear sky
557,Salalah,OM,17.0151,54.0924,78.89,65,0,4.61,clear sky
558,Lamar,US,33.6668,-95.5836,75.52,31,0,5.5,clear sky
559,Chandler,US,33.3062,-111.8412,90.64,16,1,4.61,clear sky
560,Pineville,US,31.3224,-92.4343,72.25,52,0,3.0,clear sky
561,Caribou,US,46.8606,-68.012,46.18,75,77,4.38,broken clouds
562,Pedernales,DO,18.0384,-71.744,83.68,67,34,8.84,scattered clouds
563,Asau,RO,46.4333,26.4,40.75,98,0,1.66,clear sky
564,Saint Andrews,US,34.0454,-81.1293,61.75,76,90,1.01,overcast clouds
565,Seoul,KR,37.5683,126.9778,49.44,97,20,1.14,fog
566,Springbok,ZA,-29.6643,17.8865,67.01,28,4,4.83,clear sky
567,Kedrovyy,RU,56.1667,91.8167,23.41,62,99,6.93,overcast clouds
568,Oakley,US,37.9974,-121.7124,72.07,70,100,7.0,overcast clouds
569,Camargo,MX,27.6667,-105.1667,83.25,13,0,3.51,clear sky
570,Nadym,RU,65.5333,72.5167,11.5,91,100,19.3,overcast clouds
571,Tagusao,PH,9.1924,117.8141,79.5,83,53,4.12,light rain
572,Brae,GB,60.3964,-1.353,48.11,93,100,9.35,overcast clouds
573,Edeia,BR,-17.3383,-49.9314,72.88,81,100,4.21,overcast clouds
574,Anloga,GH,5.7947,0.8973,81.64,81,69,12.1,broken clouds
575,Nalut,LY,30.3333,10.85,66.96,38,13,3.47,few clouds
576,Sabha,LY,27.0377,14.4283,70.16,28,2,4.68,clear sky
577,Mbuji-Mayi,CD,-6.15,23.6,71.91,91,95,2.98,overcast clouds
578,Verkhnevilyuysk,RU,63.4453,120.3167,19.69,94,100,8.66,light snow
579,Peniche,PT,39.3558,-9.3811,71.08,94,99,22.35,overcast clouds
580,Vawkavysk,BY,53.1561,24.4513,47.77,67,6,14.9,clear sky
581,Porto Novo,BJ,6.4965,2.6036,79.72,86,100,6.15,overcast clouds
582,Dingle,PH,10.9995,122.6711,74.66,91,98,7.9,overcast clouds
583,Saldanha,ZA,-33.0117,17.9442,59.05,87,30,9.66,scattered clouds
584,Casa Grande,US,32.8795,-111.7573,90.39,15,1,1.99,clear sky
585,Murray Bridge,AU,-35.1167,139.2667,59.38,58,0,7.2,clear sky
586,Martapura,ID,-3.4167,114.85,75.29,100,90,4.61,overcast clouds
587,Bata,GQ,1.8639,9.7658,78.51,85,99,4.74,light rain
588,Bowen,AU,-20.0167,148.2333,75.42,67,13,2.19,few clouds
589,Beya,RU,53.0533,90.9139,33.78,77,95,5.84,overcast clouds
590,Dzhebariki-Khaya,RU,62.2167,135.8,-6.32,100,100,1.43,overcast clouds
591,Marawi,PH,7.9986,124.2928,66.65,96,41,1.41,scattered clouds
592,San Juan,AR,-31.5375,-68.5364,84.83,31,7,21.61,clear sky
593,Berea,US,41.3662,-81.8543,57.16,91,100,4.09,overcast clouds
594,Merauke,ID,-8.4667,140.3333,81.59,79,83,7.78,broken clouds
595,Sidi Ali,DZ,36.0998,0.4206,66.33,60,54,9.75,broken clouds
596,Kushima,JP,31.4583,131.2333,60.84,94,69,7.83,broken clouds
597,Raga,SS,8.4596,25.678,76.69,65,96,3.65,overcast clouds
598,Lodja,CD,-3.4833,23.4333,70.97,87,68,0.58,broken clouds
599,Lac Du Bonnet,CA,50.2536,-96.0612,43.74,63,48,10.71,scattered clouds
600,Bandarbeyla,SO,9.4942,50.8122,78.31,79,65,12.26,light rain
601,Willowmore,ZA,-33.2926,23.4895,61.66,69,34,9.44,scattered clouds
602,Greenville,US,35.6127,-77.3663,62.89,62,1,8.05,clear sky
603,Lyuban,BY,52.7985,28.0048,44.35,69,36,11.07,scattered clouds
604,Santa Pola,ES,38.1917,-0.5658,72.3,88,40,3.44,scattered clouds
605,Yinchuan,CN,38.4681,106.2731,42.08,45,0,7.07,clear sky
606,Vetluzhskiy,RU,58.3902,45.4654,44.8,89,100,6.17,overcast clouds
607,Bintulu,MY,3.1667,113.0333,76.89,91,100,3.85,overcast clouds
608,Strezhevoy,RU,60.7333,77.5889,8.58,98,88,3.44,overcast clouds
609,Port Blair,IN,11.6667,92.75,80.47,81,99,2.82,moderate rain
610,Umea,SE,63.8284,20.2597,44.53,100,90,3.44,mist
611,Usakos,NA,-22.0,15.6,66.15,25,0,2.06,clear sky
612,Buritis,BR,-15.6178,-46.4233,81.32,46,91,0.18,overcast clouds
613,Matagami,CA,49.7502,-77.6328,45.27,66,100,4.72,overcast clouds
614,Tommot,RU,58.9564,126.2925,15.84,75,95,2.64,overcast clouds
615,Vao,NC,-22.6667,167.4833,71.08,73,2,5.01,clear sky
616,Samana,DO,19.2056,-69.3369,79.86,71,5,6.49,clear sky
617,Wajima,JP,37.4,136.9,61.02,65,100,2.24,overcast clouds
618,Brufut,GM,13.3814,-16.7518,77.94,76,100,17.09,overcast clouds
619,Vila Velha,BR,-20.3297,-40.2925,71.26,93,99,3.65,overcast clouds
620,Onega,RU,63.9061,38.1404,41.05,94,97,8.37,overcast clouds
621,Isabela,PH,6.7085,121.9711,79.27,81,49,3.38,scattered clouds
622,Egvekinot,RU,66.3167,-179.1667,1.69,90,100,10.36,overcast clouds
623,Kaihua,CN,23.3687,104.28,58.91,99,100,4.09,overcast clouds
624,Linares,CL,-35.85,-71.6,74.77,39,100,5.03,overcast clouds
625,Kuryk,KZ,43.2,51.65,50.11,78,0,3.74,clear sky
626,Ilam,NP,26.9167,87.9167,58.19,86,61,2.86,broken clouds
627,Xiaoweizhai,CN,26.1903,107.5125,56.44,98,100,3.36,overcast clouds
628,Kiunga,PG,-6.1219,141.2906,76.77,93,61,0.6,broken clouds
629,Aksu,CN,41.1231,80.2644,43.54,55,3,1.32,clear sky
630,Vestmannaeyjar,IS,63.4427,-20.2734,43.56,77,87,5.03,overcast clouds
631,Trairi,BR,-3.2778,-39.2689,79.61,77,26,7.85,scattered clouds
632,Yerbogachen,RU,61.2767,108.0108,32.18,82,100,13.6,overcast clouds
633,Tezu,IN,27.9167,96.1667,65.91,51,41,2.17,scattered clouds
634,Mitsamiouli,KM,-11.3847,43.2844,77.5,78,8,10.11,clear sky
635,Katima Mulilo,NA,-17.5,24.2667,80.67,42,61,5.26,broken clouds
636,Baghdad,IQ,33.3406,44.4009,83.73,29,100,21.83,overcast clouds
637,Yatou,CN,37.15,122.3833,56.71,82,75,1.34,light rain
638,Tucurui,BR,-3.7661,-49.6725,82.92,60,44,2.01,scattered clouds
639,Ugoofaaru,MV,5.6667,73.0,80.6,78,21,8.97,few clouds
640,Amambai,BR,-23.1042,-55.2258,70.16,94,99,8.3,overcast clouds
641,Puerto Suarez,BO,-18.95,-57.8,85.42,53,62,3.42,broken clouds
642,Syracuse,IT,37.0881,15.2792,63.77,88,100,5.14,heavy intensity rain
643,Ziro,IN,27.6333,93.8333,44.87,87,43,2.37,scattered clouds
644,Boca Do Acre,BR,-8.7522,-67.3978,84.43,56,82,3.13,heavy intensity rain
645,Lieksa,FI,63.3167,30.0167,44.17,94,93,12.71,overcast clouds
646,Xai-Xai,MZ,-25.0519,33.6442,67.87,92,81,1.05,light rain
647,Manjacaze,MZ,-24.7117,33.8828,66.61,91,92,3.24,light rain
648,Canico,PT,32.6333,-16.85,72.72,84,20,4.61,few clouds
649,Havelock,US,34.8791,-76.9013,64.94,74,70,1.01,broken clouds
650,Novyy Urengoy,RU,66.0833,76.6333,8.71,92,98,14.38,overcast clouds
651,Osorno,CL,-40.5667,-73.15,64.29,46,6,8.25,clear sky
652,Mbarara,UG,-0.608,30.65,62.11,88,100,2.33,overcast clouds
653,Okhotsk,RU,59.3833,143.3,10.51,71,6,23.0,clear sky
654,Madang,PG,-5.2246,145.7966,79.34,87,99,3.56,light rain
655,Vila Franca Do Campo,PT,37.7167,-25.4333,74.19,93,100,15.43,overcast clouds
656,Racaciuni,RO,46.3333,26.9833,41.07,91,0,4.76,clear sky
657,Preobrazheniye,RU,42.9019,133.9064,48.56,91,79,4.47,broken clouds
658,Keti Bandar,PK,24.1447,67.4497,79.02,63,46,8.77,scattered clouds
659,Kruisfontein,ZA,-34.0033,24.7314,53.89,92,2,3.27,clear sky
660,Karoi,ZW,-16.8099,29.6925,72.09,42,29,2.01,scattered clouds
661,Savannah Bight,HN,16.45,-85.85,82.99,63,53,15.7,broken clouds
662,Korla,CN,41.7597,86.1469,46.69,36,33,1.05,scattered clouds
663,Kishangarh,IN,26.5667,74.8667,68.61,30,1,3.44,clear sky
664,Impfondo,CG,1.6381,18.0667,73.62,83,65,1.21,broken clouds
665,Wetaskiwin,CA,52.9668,-113.3687,42.12,27,0,13.27,clear sky
666,Semey,KZ,50.4111,80.2275,36.01,66,91,9.57,overcast clouds
667,Alberton,CA,46.8168,-64.0654,49.87,82,1,6.49,clear sky
668,Poum,NC,-20.2333,164.0167,75.7,69,17,3.65,few clouds
669,Sokoto,NG,13.0609,5.239,84.45,14,19,9.69,few clouds
670,Thohoyandou,ZA,-22.9456,30.485,65.14,81,79,11.65,broken clouds
671,Ewa Beach,US,21.3156,-158.0072,84.09,60,12,8.01,few clouds
672,Darnah,LY,32.767,22.6367,69.55,65,48,5.97,scattered clouds
673,Loukhi,RU,66.0764,33.0381,37.36,100,100,6.6,overcast clouds
674,Half Moon Bay,US,37.4636,-122.4286,71.55,82,90,1.01,overcast clouds
675,Linkou,CN,45.3,130.2833,37.09,59,100,4.09,overcast clouds
676,Udachnyy,RU,66.4167,112.4,19.85,94,100,12.19,light snow
677,Sturgis,US,41.7992,-85.4192,51.89,2,100,8.72,overcast clouds
678,Prattville,US,32.464,-86.4597,56.73,79,90,5.75,overcast clouds
679,Pochutla,MX,15.7432,-96.4661,82.69,72,51,5.75,broken clouds
680,Hofn,IS,64.2539,-15.2082,43.2,81,100,11.9,overcast clouds
681,Tenabo,MX,20.05,-90.2333,80.42,47,15,7.02,few clouds
682,Panormos,GR,35.4182,24.6909,62.02,75,96,4.94,overcast clouds
683,San Jose,US,37.3394,-121.895,72.9,67,40,4.0,scattered clouds
684,Kuvandyk,RU,51.4781,57.3552,41.67,76,100,13.38,overcast clouds
685,Gangakher,IN,18.95,76.75,67.68,69,92,3.96,overcast clouds
686,Birao,CF,10.2849,22.7882,77.52,28,99,1.52,overcast clouds
687,Kaeo,NZ,-35.1,173.7833,64.33,85,100,6.44,moderate rain
688,San Pedro,PH,14.35,121.0167,80.1,77,61,12.01,broken clouds
689,Puerto Penasco,MX,31.3167,-113.5333,77.92,68,0,4.0,clear sky
690,Prieska,ZA,-29.6641,22.7474,69.98,33,9,2.84,clear sky
691,Vila Do Maio,CV,15.1333,-23.2167,77.79,80,93,17.38,overcast clouds
692,Ust-Tsilma,RU,65.441,52.1498,22.6,96,100,5.39,overcast clouds
693,Tsiroanomandidy,MG,-18.7667,46.0333,66.22,77,2,1.97,clear sky
694,Churapcha,RU,62.0025,132.4325,-13.23,100,96,2.71,overcast clouds
695,Sydney,AU,-33.8679,151.2073,65.8,58,20,1.01,few clouds
696,Yoichi,JP,43.2039,140.7703,39.22,74,100,5.59,overcast clouds
697,Ladybrand,ZA,-29.1945,27.4574,52.57,53,0,4.47,clear sky
698,Ballina,AU,-28.8667,153.5667,62.64,96,95,22.17,overcast clouds
699,Saint-Francois,FR,46.4154,3.9054,58.44,82,0,4.61,clear sky
