City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
213,Birao,CF,2021-10-28 21:08:56,10.2849,22.7882,80.19,33,55,4.16
214,Taoudenni,ML,2021-10-28 21:08:56,22.6783,-3.9836,86.45,29,98,7.99
215,Kormilovka,RU,2021-10-28 21:08:57,55.0026,74.1028,35.35,51,75,17.0
216,Pandamatenga,BW,2021-10-28 21:08:57,-18.5278,25.627,77.41,45,86,7.0
217,Grand-Santi,GF,2021-10-28 21:08:58,4.25,-54.3833,86.04,45,100,2.24
218,Mahebourg,MU,2021-10-28 21:08:58,-20.4081,57.7,75.25,77,3,9.8
219,Lyubech,UA,2021-10-28 21:08:59,51.7026,30.6569,46.06,95,73,4.03
220,Mangaratiba,BR,2021-10-28 21:08:59,-22.9597,-44.0406,69.55,96,100,0.63
221,Luwuk,ID,2021-10-28 21:08:59,-0.9516,122.7875,77.63,83,47,1.36
222,Sur,OM,2021-10-28 21:06:41,22.5667,59.5289,77.5,67,0,2.51
223,Tual,ID,2021-10-28 21:09:00,-5.6667,132.75,82.62,75,97,2.33
224,Parati,BR,2021-10-28 21:09:01,-23.2178,-44.7131,69.94,98,100,0.83
225,Solwezi,ZM,2021-10-28 21:09:01,-12.1688,26.3894,68.83,56,34,5.12
226,Assiniboia,CA,2021-10-28 21:09:02,49.6334,-105.9845,52.34,22,8,9.35
227,Biltine,TD,2021-10-28 21:09:03,14.5333,20.9167,84.09,16,37,6.33
228,Araouane,ML,2021-10-28 21:09:04,18.9048,-3.5265,85.24,21,82,10.07
229,Margate,GB,2021-10-28 21:09:04,51.3813,1.3862,59.31,78,52,4.0
230,Opuwo,NA,2021-10-28 21:09:04,-18.0607,13.84,73.2,33,58,7.0
231,Mamou,GN,2021-10-28 21:09:05,10.5,-12.0,69.42,93,100,0.94
232,Dharchula,IN,2021-10-28 21:09:05,29.85,80.5333,53.83,39,0,7.45
233,Tiverton,GB,2021-10-28 21:09:06,50.9,-3.4833,60.67,96,100,8.99
234,Fortuna,US,2021-10-28 21:09:06,40.5982,-124.1573,73.92,68,20,1.99
235,Inyonga,TZ,2021-10-28 21:09:07,-6.7167,32.0667,77.65,33,83,7.16
236,Raga,SS,2021-10-28 21:09:07,8.4596,25.678,77.31,64,71,2.62
237,Goryachegorsk,RU,2021-10-28 21:09:07,55.4053,88.9154,26.26,52,97,4.65
238,Ponta Do Sol,PT,2021-10-28 21:09:08,32.6667,-17.1,69.71,74,63,7.16
239,Noumea,NC,2021-10-28 21:08:05,-22.2763,166.4572,75.99,99,0,9.31
240,Kutum,SD,2021-10-28 21:06:56,14.2,24.6667,74.37,14,9,12.3
241,Los Llanos De Aridane,ES,2021-10-28 21:09:09,28.6585,-17.9182,65.95,77,0,1.01
242,Wanning,CN,2021-10-28 21:09:10,18.8003,110.3967,76.48,92,100,9.66
243,Alamos,MX,2021-10-28 21:09:10,27.0167,-108.9333,89.71,25,0,4.45
244,Vila Franca Do Campo,PT,2021-10-28 21:09:11,37.7167,-25.4333,68.41,90,100,9.71
245,Namibe,AO,2021-10-28 21:09:11,-15.1961,12.1522,66.9,70,19,7.54
246,Rey Bouba,CM,2021-10-28 21:09:12,8.6724,14.1786,79.02,53,9,1.36
247,Gwadar,PK,2021-10-28 21:09:12,25.1216,62.3254,78.4,61,0,7.27
248,Antofagasta,CL,2021-10-28 21:09:13,-23.65,-70.4,63.68,68,31,7.52
249,Touros,BR,2021-10-28 21:08:15,-5.1989,-35.4608,79.7,70,72,17.4
250,Colomiers,FR,2021-10-28 21:09:13,43.6167,1.35,61.72,78,0,11.01
251,Manzhouli,CN,2021-10-28 21:09:14,49.6,117.4333,34.59,62,13,2.71
252,Antalaha,MG,2021-10-28 21:09:14,-14.9003,50.2788,71.29,88,13,4.23
253,Luderitz,NA,2021-10-28 21:09:15,-26.6481,15.1594,58.14,90,5,5.46
254,Bereslavka,RU,2021-10-28 21:09:15,48.6254,44.0449,43.57,69,98,9.46
255,Pangnirtung,CA,2021-10-28 21:09:16,66.1451,-65.7125,32.0,100,90,12.66
256,Cherskiy,RU,2021-10-28 21:09:16,68.75,161.3,-14.66,93,88,3.6
257,Saryozek,KZ,2021-10-28 21:09:17,44.3583,77.9753,43.99,75,39,4.21
258,Beringovskiy,RU,2021-10-28 21:09:17,63.05,179.3167,5.22,88,24,6.93
259,Karpathos,GR,2021-10-28 21:09:18,35.507,27.2132,66.16,77,12,11.5
260,Mao,ES,2021-10-28 21:09:18,39.8885,4.2658,59.56,88,20,1.14
261,Roebourne,AU,2021-10-28 21:09:18,-20.7833,117.1333,71.67,43,1,9.71
262,Vostok,RU,2021-10-28 21:09:19,46.4856,135.8833,28.78,94,3,3.91
263,Outlook,CA,2021-10-28 21:09:19,51.5001,-107.0513,52.45,17,9,13.2
264,Kodiak,US,2021-10-28 21:09:20,57.79,-152.4072,40.51,52,1,0.0
265,Alberton,CA,2021-10-28 21:08:33,46.8168,-64.0654,48.9,68,100,22.88
266,Torquay,GB,2021-10-28 21:09:20,50.4638,-3.5143,60.58,45,100,13.0
267,Belmonte,BR,2021-10-28 21:09:21,-15.8631,-38.8828,77.5,84,6,11.41
268,Mount Isa,AU,2021-10-28 21:09:21,-20.7333,139.5,71.37,100,40,5.75
269,Makakilo City,US,2021-10-28 21:09:21,21.3469,-158.0858,79.12,76,90,6.91
270,Padang,ID,2021-10-28 21:09:22,-0.9492,100.3543,78.21,80,100,3.31
271,Evans,US,2021-10-28 21:05:18,33.5337,-82.1307,66.04,81,90,3.0
272,Radcliff,US,2021-10-28 21:09:23,37.8404,-85.9491,55.78,95,90,1.01
273,Puerto Escondido,MX,2021-10-28 21:09:23,15.85,-97.0667,90.43,55,40,6.91
274,Cedar City,US,2021-10-28 21:09:23,37.6775,-113.0619,60.4,42,1,9.22
275,Acarau,BR,2021-10-28 21:09:24,-2.8856,-40.12,80.74,75,5,17.38
276,Te Anau,NZ,2021-10-28 21:09:24,-45.4167,167.7167,56.39,70,13,0.36
277,Rapid Valley,US,2021-10-28 21:09:25,44.0625,-103.1463,58.32,30,1,3.0
278,Trapani,IT,2021-10-28 21:09:25,37.8333,12.6667,64.58,84,100,4.07
279,Mar Del Plata,AR,2021-10-28 21:07:49,-38.0023,-57.5575,75.22,83,0,18.01
280,Astorga,BR,2021-10-28 21:09:26,-23.2325,-51.6656,86.4,75,23,8.93
281,El Alto,PE,2021-10-28 21:09:27,-4.2714,-81.2147,69.46,71,24,20.56
282,Christchurch,NZ,2021-10-28 21:06:30,-43.5333,172.6333,59.95,91,90,2.3
283,Kazerun,IR,2021-10-28 21:09:27,29.6195,51.6541,65.91,24,1,2.42
284,Pudozh,RU,2021-10-28 21:09:28,61.8099,36.5345,31.75,69,100,7.94
285,Komsomolskiy,UZ,2021-10-28 21:09:28,40.4272,71.7189,48.92,61,99,4.61
286,Wadi Musa,JO,2021-10-28 21:09:29,30.3222,35.4793,64.6,31,43,6.42
287,Port Macquarie,AU,2021-10-28 21:06:21,-31.4333,152.9167,77.9,65,88,5.82
288,Yakeshi,CN,2021-10-28 21:09:29,49.2833,120.7333,34.75,59,55,4.25
289,Bafoulabe,ML,2021-10-28 21:09:30,13.8065,-10.8321,81.01,72,100,8.46
290,Lata,PT,2021-10-28 21:09:30,40.1629,-8.3327,63.91,74,100,7.81
291,Sept-Iles,CA,2021-10-28 21:09:30,50.2001,-66.3821,45.72,55,20,2.8
292,Honiara,SB,2021-10-28 21:06:52,-9.4333,159.95,83.1,73,20,4.52
293,Lisakovsk,KZ,2021-10-28 21:09:31,52.5369,62.4936,36.81,67,100,15.79
294,Mizan Teferi,ET,2021-10-28 21:09:31,6.9833,35.5833,61.5,95,100,2.66
